Year,Country,Region,Police force area,Monitored hate crime strand,GeoCode,Value
2014/15,Wales,,Gwent,Sexual orientation,W15000002,0.0551342950821931
2014/15,Wales,,North Wales,Sexual orientation,W15000001,0.0950956575864722
2014/15,Wales,,South Wales,Sexual orientation,W15000003,0.184482982597874
2014/15,Wales,,,Sexual orientation,W92000004,0.113517436407596
2014/15,England,,,Sexual orientation,E92000001,0.0936177580128424
2014/15,,,,Sexual orientation,,0.097494011965513
2014/15,England,North East,Cleveland,Disability,E23000013,0.035658887086134
2014/15,England,North East,Durham,Disability,E23000008,0.0337002920691979
2014/15,England,North East,Northumbria,Disability,E23000007,0.01951627517948
2014/15,England,North East,,Disability,E12000001,0.026348851151903
2014/15,England,North West,Cheshire,Disability,E23000006,0.0423414433235723
2014/15,England,North West,Cumbria,Disability,E23000002,0.120512418804757
2014/15,England,North West,Greater Manchester,Disability,E23000005,0.0589127703126475
2014/15,England,North West,Lancashire,Disability,E23000003,0.0631802491747504
2014/15,England,North West,Merseyside,Disability,E23000004,0.13370588873801
2014/15,England,North West,,Disability,E12000002,0.0762653422666592
2014/15,England,Yorkshire and The Humber,North Yorkshire,Disability,E23000009,0.0471478643878532
2014/15,England,Yorkshire and The Humber,South Yorkshire,Disability,E23000011,0.0102500499689935
2014/15,England,Yorkshire and The Humber,West Yorkshire,Disability,E23000010,0.00883263871990333
2014/15,England,Yorkshire and The Humber,Humberside,Disability,E23000012,0.0984980668401387
2014/15,England,Yorkshire and The Humber,,Disability,E12000003,0.0304102945750086
2014/15,England,East Midlands,Derbyshire,Disability,E23000018,0.0174373490579472
2014/15,England,East Midlands,Leicestershire,Disability,E23000021,0.057494394296556
2014/15,England,East Midlands,Lincolnshire,Disability,E23000020,0.0314415542517183
2014/15,England,East Midlands,Northamptonshire,Disability,E23000022,0.0881868777925844
2014/15,England,East Midlands,Nottinghamshire,Disability,E23000019,0.0492982616536608
2014/15,England,East Midlands,,Disability,E12000004,0.0472246056152428
2014/15,England,West Midlands,Staffordshire,Disability,E23000015,0.0404970518146278
2014/15,England,West Midlands,Warwickshire,Disability,E23000017,0.0199422038673372
2014/15,England,West Midlands,West Mercia,Disability,E23000016,0.0273720717921139
2014/15,England,West Midlands,West Midlands,Disability,E12000005,0.0142432084821155
2014/15,England,West Midlands,,Disability,E12000005,0.0462904275668754
2014/15,England,East of England,Bedfordshire,Disability,E23000026,0.0248461865762265
2014/15,England,East of England,Cambridgeshire,Disability,E23000023,0.0204750451354303
2014/15,England,East of England,Essex,Disability,E23000028,0.0434254441520589
2014/15,England,East of England,Hertfordshire,Disability,E23000027,0.064082246966052
2014/15,England,East of England,Norfolk,Disability,E23000024,0.0786136651057866
2014/15,England,East of England,Suffolk,Disability,E23000025,0.112388153476179
2014/15,England,East of England,,Disability,E12000006,0.0558289494038515
2014/15,England,London,Metropolitan Police,Disability,E23000001,0.0208660170770766
2014/15,England,London,,Disability,E12000007,0.0208462915091532
2014/15,England,South East,Hampshire,Disability,E23000030,0.0505254648342764
2014/15,England,South East,Kent,Disability,E23000032,0.0274606877837487
2014/15,England,South East,Surrey,Disability,E23000031,0.0404734184365893
2014/15,England,South East,Sussex,Disability,E23000033,0.0648783682180883
2014/15,England,South East,Thames Valley,Disability,E23000029,0.0192362194929589
2014/15,England,South East,,Disability,E12000008,0.0389911084495985
2014/15,England,South West,Avon and Somerset,Disability,E23000036,0.0692666364485901
2014/15,England,South West,Dorset,Disability,E23000039,0.0513314590769813
2014/15,England,South West,Gloucestershire,Disability,E23000037,0.0310796752010364
2014/15,England,South West,Wiltshire,Disability,E23000038,0.0248373669907253
2014/15,England,South West,Devon & Cornwall,Disability,E23000035,0.00585669716248879
2014/15,England,South West,,Disability,E12000009,0.0357715584026929
2014/15,Wales,,Dyfed-Powys,Disability,W15000004,0.0270969140485886
2014/15,Wales,,Gwent,Disability,W15000002,0.0396277745903263
2014/15,Wales,,North Wales,Disability,W15000001,0.0403436123094124
2014/15,Wales,,South Wales,Disability,W15000003,0.105309035899619
2014/15,Wales,,,Disability,W92000004,0.0653291229468221
2014/15,England,,,Disability,E92000001,0.0401166361278237
2014/15,,,,Disability,,0.0436867932838139
2014/15,England,North East,Cleveland,Transgender,E23000013,0.0106976661258402
2014/15,England,North East,Durham,Transgender,E23000008,0.0256764130051031
2014/15,England,North East,Northumbria,Transgender,E23000007,0.00627308845054715
2014/15,England,North East,,Transgender,E12000001,0.0118378896479564
2014/15,England,North West,Cheshire,Transgender,E23000006,0.0086607497707307
2014/15,England,North West,Cumbria,Transgender,E23000002,0.0120512418804757
2014/15,England,North West,Greater Manchester,Transgender,E23000005,0.0128071239810103
2014/15,England,North West,Lancashire,Transgender,E23000003,0.010190362770121
2014/15,England,North West,Merseyside,Transgender,E23000004,0.0158146750120227
2014/15,England,North West,,Transgender,E12000002,0.0121968470169105
2014/15,England,Yorkshire and The Humber,West Yorkshire,Transgender,E23000010,0.002649791615971
2014/15,England,Yorkshire and The Humber,Humberside,Transgender,E23000012,0.0194831341002472
2014/15,England,Yorkshire and The Humber,,Transgender,E12000003,0.0046641556096639
2014/15,England,East Midlands,Derbyshire,Transgender,E23000018,0.0029062248429912
2014/15,England,East Midlands,Leicestershire,Transgender,E23000021,0.00862415914448341
2014/15,England,East Midlands,Northamptonshire,Transgender,E23000022,0.00839875026596042
2014/15,England,East Midlands,,Transgender,E12000004,0.00474402430838055
2014/15,England,West Midlands,Staffordshire,Transgender,E23000015,0.0116991483020036
2014/15,England,West Midlands,West Mercia,Transgender,E23000016,0.0144910968311191
2014/15,England,West Midlands,West Midlands,Transgender,E12000005,0.00854592508926931
2014/15,England,West Midlands,,Transgender,E12000005,0.0199404918749617
2014/15,England,East of England,Cambridgeshire,Transgender,E23000023,0.00843090093811839
2014/15,England,East of England,Essex,Transgender,E23000028,0.0129712365649007
2014/15,England,East of England,Hertfordshire,Transgender,E23000027,0.00346390524140821
2014/15,England,East of England,Norfolk,Transgender,E23000024,0.0170899271969101
2014/15,England,East of England,Suffolk,Transgender,E23000025,0.00947851896787052
2014/15,England,East of England,,Transgender,E12000006,0.00947098248815337
2014/15,England,London,Metropolitan Police,Transgender,E23000001,0.0125430552092539
2014/15,England,London,,Transgender,E12000007,0.0125311977049404
2014/15,England,South East,Hampshire,Transgender,E23000030,0.017013676933991
2014/15,England,South East,Kent,Transgender,E23000032,0.00560422199668342
2014/15,England,South East,Sussex,Transgender,E23000033,0.0175838568067716
2014/15,England,South East,Thames Valley,Transgender,E23000029,0.00726701625289558
2014/15,England,South East,,Transgender,E12000008,0.0101421958394909
2014/15,England,South West,Avon and Somerset,Transgender,E23000036,0.0285572974831906
2014/15,England,South West,Dorset,Transgender,E23000039,0.0210590601341462
2014/15,England,South West,Gloucestershire,Transgender,E23000037,0.0130861790320153
2014/15,England,South West,Wiltshire,Transgender,E23000038,0.0124186834953626
2014/15,England,South West,Devon & Cornwall,Transgender,E23000035,0.00175700914874663
2014/15,England,South West,,Transgender,E12000009,0.0147511581042032
2014/15,Wales,,Gwent,Transgender,W15000002,0.00689178688527414
2014/15,Wales,,North Wales,Transgender,W15000001,0.0129675896708825
2014/15,Wales,,South Wales,Transgender,W15000003,0.0192169773539452
2014/15,Wales,,,Transgender,W92000004,0.0122896369899962
2014/15,England,,,Transgender,E92000001,0.010217867393732
2014/15,,,,Transgender,,0.0105384808360077
2014/15,England,North East,Cleveland,,E23000013,0.857596234421523
2014/15,England,North East,Durham,,E23000008,0.441313348525211
2014/15,England,North East,Northumbria,,E23000007,0.635672962988778
2014/15,England,North East,,,E12000001,0.636954836541656
2014/15,England,North West,Cheshire,,E23000006,0.649556232804802
2014/15,England,North West,Cumbria,,E23000002,0.640724359978629
2014/15,England,North West,Greater Manchester,,E23000005,1.42634769365652
2014/15,England,North West,Lancashire,,E23000003,0.598513973365109
2014/15,England,North West,Merseyside,,E23000004,1.3758767260459699
2014/15,England,North West,,,E12000002,1.07766854044817
2014/15,England,Yorkshire and The Humber,North Yorkshire,,E23000009,0.646422035422935
2014/15,England,Yorkshire and The Humber,South Yorkshire,,E23000011,0.164732945930254
2014/15,England,Yorkshire and The Humber,West Yorkshire,,E23000010,0.334315375548341
2014/15,England,Yorkshire and The Humber,Humberside,,E23000012,2.33797609202966
2014/15,England,Yorkshire and The Humber,,,E12000003,0.683392079927955
2014/15,England,East Midlands,Derbyshire,,E23000018,0.454339817120958
2014/15,England,East Midlands,Leicestershire,,E23000021,0.940991586653634
2014/15,England,East Midlands,Lincolnshire,,E23000020,0.296644229244473
2014/15,England,East Midlands,Northamptonshire,,E23000022,0.747488773670477
2014/15,England,East Midlands,Nottinghamshire,,E23000019,0.73768126074478
2014/15,England,East Midlands,,,E12000004,0.652303342402326
2014/15,England,West Midlands,Staffordshire,,E23000015,0.760444639630234
2014/15,England,West Midlands,Warwickshire,,E23000017,0.313636479004485
2014/15,England,West Midlands,West Mercia,,E23000016,0.473375829816558
2014/15,England,West Midlands,West Midlands,,E12000005,1.21565784394855
2014/15,England,West Midlands,,,E12000005,1.78752266450549
2014/15,England,East of England,Bedfordshire,,E23000026,0.770231783863022
2014/15,England,East of England,Cambridgeshire,,E23000023,0.55282621865662
2014/15,England,East of England,Essex,,E23000028,0.661533064809937
2014/15,England,East of England,Hertfordshire,,E23000027,0.756863295247695
2014/15,England,East of England,Norfolk,,E23000024,0.649417233482585
2014/15,England,East of England,Suffolk,,E23000025,0.595792620837576
2014/15,England,East of England,,,E12000006,0.666624241095988
2014/15,England,London,"London, City of",,E23000034,8.05252725470763
2014/15,England,London,Metropolitan Police,,E23000001,1.62813545608717
2014/15,England,London,,,E12000007,1.63420871752092
2014/15,England,South East,Hampshire,,E23000030,0.797580552026792
2014/15,England,South East,Kent,,E23000032,0.541367844879618
2014/15,England,South East,Surrey,,E23000031,0.589017408736747
2014/15,England,South East,Sussex,,E23000033,0.827653949698042
2014/15,England,South East,Thames Valley,,E23000029,0.528354828739937
2014/15,England,South East,,,E12000008,0.653382794192984
2014/15,England,South West,Avon and Somerset,,E23000036,1.11859541843732
2014/15,England,South West,Dorset,,E23000039,1.12271114340166
2014/15,England,South West,Gloucestershire,,E23000037,0.456380493741534
2014/15,England,South West,Wiltshire,,E23000038,0.449142386415616
2014/15,England,South West,Devon & Cornwall,,E23000035,0.172772566293419
2014/15,England,South West,,,E12000009,0.642597324914355
2014/15,Wales,,Dyfed-Powys,,W15000004,0.191613892200733
2014/15,Wales,,Gwent,,W15000002,0.460026774592049
2014/15,Wales,,North Wales,,W15000001,0.564810572331774
2014/15,Wales,,South Wales,,W15000003,1.15378732033087
2014/15,Wales,,,,W92000004,0.730586577905302
2014/15,England,,,,E92000001,0.889451548695465
2014/15,,,,,,0.914984002237711
2013/14,England,North East,Cleveland,Race,E23000013,0.539531393759658
2013/14,England,North East,Durham,Race,E23000008,0.291299792549484
2013/14,England,North East,Northumbria,Race,E23000007,0.407168687468649
2013/14,England,North East,,Race,E12000001,0.407970791589749
2013/14,England,North West,Cheshire,Race,E23000006,0.523766635872023
2013/14,England,North West,Cumbria,Race,E23000002,0.329270986005983
2013/14,England,North West,Greater Manchester,Race,E23000005,0.994863982461516
2013/14,England,North West,Lancashire,Race,E23000003,0.520817022342709
2013/14,England,North West,Merseyside,Race,E23000004,0.979381777873616
2013/14,England,North West,,Race,E12000002,0.778515670478671
2013/14,England,Yorkshire and The Humber,North Yorkshire,Race,E23000009,0.562609913857343
2013/14,England,Yorkshire and The Humber,South Yorkshire,Race,E23000011,0.122961109683518
2013/14,England,Yorkshire and The Humber,West Yorkshire,Race,E23000010,0.242873742506767
2013/14,England,Yorkshire and The Humber,Humberside,Race,E23000012,1.79031710625765
2013/14,England,Yorkshire and The Humber,,Race,E12000003,0.527941658887114
2013/14,England,East Midlands,Derbyshire,Race,E23000018,0.346444034204536
2013/14,England,East Midlands,Leicestershire,Race,E23000021,0.717333031298372
2013/14,England,East Midlands,Lincolnshire,Race,E23000020,0.288526980033656
2013/14,England,East Midlands,Northamptonshire,Race,E23000022,0.462888908077623
2013/14,England,East Midlands,Nottinghamshire,Race,E23000019,0.520300292759244
2013/14,England,East Midlands,,Race,E12000004,0.48038124308052
2013/14,England,West Midlands,Staffordshire,Race,E23000015,0.656591109015799
2013/14,England,West Midlands,Warwickshire,Race,E23000017,0.317096417357201
2013/14,England,West Midlands,West Mercia,Race,E23000016,0.365910721022218
2013/14,England,West Midlands,West Midlands,Race,E12000005,0.935521245924608
2013/14,England,West Midlands,,Race,E12000005,1.42160428960202
2013/14,England,East of England,Bedfordshire,Race,E23000026,0.441710048903612
2013/14,England,East of England,Cambridgeshire,Race,E23000023,0.336111939889545
2013/14,England,East of England,Essex,Race,E23000028,0.480305204865571
2013/14,England,East of England,Hertfordshire,Race,E23000027,0.476022242424189
2013/14,England,East of England,Norfolk,Race,E23000024,0.298493754592211
2013/14,England,East of England,Suffolk,Race,E23000025,0.559590232903905
2013/14,England,East of England,,Race,E12000006,0.438673392544164
2013/14,England,London,"London, City of",Race,E23000034,7.84518828451882
2013/14,England,London,Metropolitan Police,Race,E23000001,1.15936755067104
2013/14,England,London,,Race,E12000007,1.16544286650706
2013/14,England,South East,Hampshire,Race,E23000030,0.433603153930677
2013/14,England,South East,Kent,Race,E23000032,0.501525260155603
2013/14,England,South East,Surrey,Race,E23000031,0.30552532127897
2013/14,England,South East,Sussex,Race,E23000033,0.460256935986339
2013/14,England,South East,Thames Valley,Race,E23000029,0.481341851573167
2013/14,England,South East,,Race,E12000008,0.447981897846479
2013/14,England,South West,Avon and Somerset,Race,E23000036,0.72289821482769
2013/14,England,South West,Dorset,Race,E23000039,1.03119702357835
2013/14,England,South West,Gloucestershire,Race,E23000037,0.23941062058535
2013/14,England,South West,Wiltshire,Race,E23000038,0.323163078514033
2013/14,England,South West,Devon & Cornwall,Race,E23000035,0.138226634972992
2013/14,England,South West,,Race,E12000009,0.463218136877519
2013/14,Wales,,Dyfed-Powys,Race,W15000004,0.125820007704055
2013/14,Wales,,Gwent,Race,W15000002,0.322914310284389
2013/14,Wales,,North Wales,Race,W15000001,0.407522695545863
2013/14,Wales,,South Wales,Race,W15000003,0.678142045270229
2013/14,Wales,,,Race,W92000004,0.458082826046615
2013/14,England,,,Race,E92000001,0.63918087420822
2013/14,,,,Race,,0.658211864674492
2013/14,England,North East,Cleveland,Religion,E23000013,0.0339440280842169
2013/14,England,North East,Durham,Religion,E23000008,0.0321878223811585
2013/14,England,North East,Northumbria,Religion,E23000007,0.0139920511157611
2013/14,England,North East,,Religion,E12000001,0.0226011987829062
2013/14,England,North West,Cheshire,Religion,E23000006,0.0173944639219491
2013/14,England,North West,Cumbria,Religion,E23000002,0.048185997952095
2013/14,England,North West,Greater Manchester,Religion,E23000005,0.0725613493316989
2013/14,England,North West,Lancashire,Religion,E23000003,0.0510604923865401
2013/14,England,North West,Merseyside,Religion,E23000004,0.0295689638385996
2013/14,England,North West,,Religion,E12000002,0.0499770457540557
2013/14,England,Yorkshire and The Humber,North Yorkshire,Religion,E23000009,0.0149035738770157
2013/14,England,Yorkshire and The Humber,South Yorkshire,Religion,E23000011,0.00441776441976714
2013/14,England,Yorkshire and The Humber,West Yorkshire,Religion,E23000010,0.00222005249092109
2013/14,England,Yorkshire and The Humber,Humberside,Religion,E23000012,0.0672317750381431
2013/14,England,Yorkshire and The Humber,,Religion,E12000003,0.0159244290295971
2013/14,England,East Midlands,Derbyshire,Religion,E23000018,0.0155705183912151
2013/14,England,East Midlands,Leicestershire,Religion,E23000021,0.0609878285719264
2013/14,England,East Midlands,Lincolnshire,Religion,E23000020,0.0289907491899846
2013/14,England,East Midlands,Northamptonshire,Religion,E23000022,0.018402311330303
2013/14,England,East Midlands,Nottinghamshire,Religion,E23000019,0.028905571819958
2013/14,England,East Midlands,,Religion,E12000004,0.0315324944529992
2013/14,England,West Midlands,Staffordshire,Religion,E23000015,0.00903151456692984
2013/14,England,West Midlands,Warwickshire,Religion,E23000017,0.00546717960960692
2013/14,England,West Midlands,West Mercia,Religion,E23000016,0.0259051837891836
2013/14,England,West Midlands,West Midlands,Religion,E12000005,0.0312558941610756
2013/14,England,West Midlands,,Religion,E12000005,0.0474227359685285
2013/14,England,East of England,Bedfordshire,Religion,E23000026,0.00631014355576589
2013/14,England,East of England,Cambridgeshire,Religion,E23000023,0.0328805158587599
2013/14,England,East of England,Essex,Religion,E23000028,0.0108382409649
2013/14,England,East of England,Hertfordshire,Religion,E23000027,0.0122731333221706
2013/14,England,East of England,Norfolk,Religion,E23000024,0.017220793534166
2013/14,England,East of England,Suffolk,Religion,E23000025,0.0163384009606979
2013/14,England,East of England,,Religion,E12000006,0.0152830316698005
2013/14,England,London,"London, City of",Religion,E23000034,0.392259414225941
2013/14,England,London,Metropolitan Police,Religion,E23000001,0.108813345867679
2013/14,England,London,,Religion,E12000007,0.109070909517125
2013/14,England,South East,Hampshire,Religion,E23000030,0.015578556428647
2013/14,England,South East,Kent,Religion,E23000032,0.0243678939962609
2013/14,England,South East,Surrey,Religion,E23000031,0.0130195449408652
2013/14,England,South East,Sussex,Religion,E23000033,0.0446791972433547
2013/14,England,South East,Thames Valley,Religion,E23000029,0.0220165331212839
2013/14,England,South East,,Religion,E12000008,0.0241107292062588
2013/14,England,South West,Avon and Somerset,Religion,E23000036,0.0502779080711371
2013/14,England,South West,Dorset,Religion,E23000039,0.0304852590518024
2013/14,England,South West,Gloucestershire,Religion,E23000037,0.0115577540972238
2013/14,England,South West,Wiltshire,Religion,E23000038,0.0145944616103111
2013/14,England,South West,Devon & Cornwall,Religion,E23000035,0.00708854538323039
2013/14,England,South West,,Religion,E12000009,0.0243603275515676
2013/14,Wales,,Gwent,Religion,W15000002,0.017268144934994
2013/14,Wales,,North Wales,Religion,W15000001,0.0144511594165199
2013/14,Wales,,South Wales,Religion,W15000003,0.0432527955981012
2013/14,Wales,,,Religion,W92000004,0.0246560161328206
2013/14,England,,,Religion,E92000001,0.0395055736368019
2013/14,,,,Religion,,0.0399134448939579
2013/14,England,North East,Cleveland,Sexual orientation,E23000013,0.0375170836720292
2013/14,England,North East,Durham,Sexual orientation,E23000008,0.0354066046192743
2013/14,England,North East,Northumbria,Sexual orientation,E23000007,0.0307825124546744
2013/14,England,North East,,Sexual orientation,E12000001,0.0333271914256414
2013/14,England,North West,Cheshire,Sexual orientation,E23000006,0.0792414467555459
2013/14,England,North West,Cumbria,Sexual orientation,E23000002,0.0803099965868251
2013/14,England,North West,Greater Manchester,Sexual orientation,E23000005,0.114182833973739
2013/14,England,North West,Lancashire,Sexual orientation,E23000003,0.0844200140790797
2013/14,England,North West,Merseyside,Sexual orientation,E23000004,0.139190488313407
2013/14,England,North West,,Sexual orientation,E12000002,0.105444527520528
2013/14,England,Yorkshire and The Humber,North Yorkshire,Sexual orientation,E23000009,0.0583723310183115
2013/14,England,Yorkshire and The Humber,South Yorkshire,Sexual orientation,E23000011,0.0169347636091073
2013/14,England,Yorkshire and The Humber,West Yorkshire,Sexual orientation,E23000010,0.0355208398547375
2013/14,England,Yorkshire and The Humber,Humberside,Sexual orientation,E23000012,0.149644918633286
2013/14,England,Yorkshire and The Humber,,Sexual orientation,E12000003,0.0539557124767526
2013/14,England,East Midlands,Derbyshire,Sexual orientation,E23000018,0.0379531385785868
2013/14,England,East Midlands,Leicestershire,Sexual orientation,E23000021,0.0648600716558582
2013/14,England,East Midlands,Lincolnshire,Sexual orientation,E23000020,0.0358933085209333
2013/14,England,East Midlands,Northamptonshire,Sexual orientation,E23000022,0.0495446843508159
2013/14,England,East Midlands,Nottinghamshire,Sexual orientation,E23000019,0.057811143639916
2013/14,England,East Midlands,,Sexual orientation,E12000004,0.0502345256458126
2013/14,England,West Midlands,Staffordshire,Sexual orientation,E23000015,0.057801693228351
2013/14,England,West Midlands,Warwickshire,Sexual orientation,E23000017,0.0218687184384277
2013/14,England,West Midlands,West Mercia,Sexual orientation,E23000016,0.0518103675783672
2013/14,England,West Midlands,West Midlands,Sexual orientation,E12000005,0.0829897879449249
2013/14,England,West Midlands,,Sexual orientation,E12000005,0.133286629123667
2013/14,England,East of England,Bedfordshire,Sexual orientation,E23000026,0.0157753588894147
2013/14,England,East of England,Cambridgeshire,Sexual orientation,E23000023,0.0207025470221821
2013/14,England,East of England,Essex,Sexual orientation,E23000028,0.0667407469943846
2013/14,England,East of England,Hertfordshire,Sexual orientation,E23000027,0.0368193999665118
2013/14,England,East of England,Norfolk,Sexual orientation,E23000024,0.0688831741366642
2013/14,England,East of England,Suffolk,Sexual orientation,E23000025,0.111645739898102
2013/14,England,East of England,,Sexual orientation,E12000006,0.0550860921724678
2013/14,England,London,"London, City of",Sexual orientation,E23000034,1.43828451882845
2013/14,England,London,Metropolitan Police,Sexual orientation,E23000001,0.144252009330595
2013/14,England,London,,Sexual orientation,E12000007,0.145427879356167
2013/14,England,South East,Hampshire,Sexual orientation,E23000030,0.0742577856432178
2013/14,England,South East,Kent,Sexual orientation,E23000032,0.0447689215280142
2013/14,England,South East,Surrey,Sexual orientation,E23000031,0.03992660448532
2013/14,England,South East,Sussex,Sexual orientation,E23000033,0.0893583944867094
2013/14,England,South East,Thames Valley,Sexual orientation,E23000029,0.0384210087802797
2013/14,England,South East,,Sexual orientation,E12000008,0.0572061169374915
2013/14,England,South West,Avon and Somerset,Sexual orientation,E23000036,0.107300413566451
2013/14,England,South West,Dorset,Sexual orientation,E23000039,0.184237000356545
2013/14,England,South West,Gloucestershire,Sexual orientation,E23000037,0.0396265854761959
2013/14,England,South West,Wiltshire,Sexual orientation,E23000038,0.033358769394997
2013/14,England,South West,Devon & Cornwall,Sexual orientation,E23000035,0.0183120755733451
2013/14,England,South West,,Sexual orientation,E12000009,0.0715933290637675
2013/14,Wales,,Dyfed-Powys,Sexual orientation,W15000004,0.0212926166883786
2013/14,Wales,,Gwent,Sexual orientation,W15000002,0.0621653217659786
2013/14,Wales,,North Wales,Sexual orientation,W15000001,0.0895971883824239
2013/14,Wales,,South Wales,Sexual orientation,W15000003,0.12435178734454
2013/14,Wales,,,Sexual orientation,W92000004,0.0875937415244944
2013/14,England,,,Sexual orientation,E92000001,0.0773403288397166
2013/14,,,,Sexual orientation,,0.0811614352397157
2013/14,England,North East,Cleveland,Disability,E23000013,0.012505694557343
2013/14,England,North East,Durham,Disability,E23000008,0.00482817335717378
2013/14,England,North East,Northumbria,Disability,E23000007,0.0230868843410058
2013/14,England,North East,,Disability,E12000001,0.0164720601299147
2013/14,England,North West,Cheshire,Disability,E23000006,0.038654364270998
2013/14,England,North West,Cumbria,Disability,E23000002,0.0602324974401188
2013/14,England,North West,Greater Manchester,Disability,E23000005,0.0246782254072275
2013/14,England,North West,Lancashire,Disability,E23000003,0.0803351746881565
2013/14,England,North West,Merseyside,Disability,E23000004,0.0713982297566185
2013/14,England,North West,,Disability,E12000002,0.0498362653434809
2013/14,England,Yorkshire and The Humber,North Yorkshire,Disability,E23000009,0.0409848281617932
2013/14,England,Yorkshire and The Humber,South Yorkshire,Disability,E23000011,0.00515405848972832
2013/14,England,Yorkshire and The Humber,West Yorkshire,Disability,E23000010,0.010212241458237
2013/14,England,Yorkshire and The Humber,Humberside,Disability,E23000012,0.109522730304071
2013/14,England,Yorkshire and The Humber,,Disability,E12000003,0.0307247807159286
2013/14,England,East Midlands,Derbyshire,Disability,E23000018,0.00973157399450944
2013/14,England,East Midlands,Leicestershire,Disability,E23000021,0.0280737623585058
2013/14,England,East Midlands,Lincolnshire,Disability,E23000020,0.0138051186618974
2013/14,England,East Midlands,Northamptonshire,Disability,E23000022,0.0552069339909092
2013/14,England,East Midlands,Nottinghamshire,Disability,E23000019,0.0361319647749475
2013/14,England,East Midlands,,Disability,E12000004,0.0278355813102338
2013/14,England,West Midlands,Staffordshire,Disability,E23000015,0.0415449670078772
2013/14,England,West Midlands,Warwickshire,Disability,E23000017,0.0109343592192138
2013/14,England,West Midlands,West Mercia,Disability,E23000016,0.0194288878418877
2013/14,England,West Midlands,West Midlands,Disability,E12000005,0.0359263151276731
2013/14,England,West Midlands,,Disability,E12000005,0.0632303146247047
2013/14,England,East of England,Bedfordshire,Disability,E23000026,0.00788767944470736
2013/14,England,East of England,Cambridgeshire,Disability,E23000023,0.00487118753463109
2013/14,England,East of England,Essex,Disability,E23000028,0.0365077590396634
2013/14,England,East of England,Hertfordshire,Disability,E23000027,0.00964317618170549
2013/14,England,East of England,Norfolk,Disability,E23000024,0.082659808963997
2013/14,England,East of England,Suffolk,Disability,E23000025,0.125261074032017
2013/14,England,East of England,,Disability,E12000006,0.0416504599352805
2013/14,England,London,Metropolitan Police,Disability,E23000001,0.0147462894946363
2013/14,England,London,,Disability,E12000007,0.0147328897386967
2013/14,England,South East,Hampshire,Disability,E23000030,0.0223292642143941
2013/14,England,South East,Kent,Disability,E23000032,0.0328683221344915
2013/14,England,South East,Surrey,Disability,E23000031,0.0390586348225956
2013/14,England,South East,Sussex,Disability,E23000033,0.0477394162326256
2013/14,England,South East,Thames Valley,Disability,E23000029,0.0198580494819423
2013/14,England,South East,,Disability,E12000008,0.0307070607815561
2013/14,England,South West,Avon and Somerset,Disability,E23000036,0.0619276672583518
2013/14,England,South West,Dorset,Disability,E23000039,0.106035683658443
2013/14,England,South West,Gloucestershire,Disability,E23000037,0.0429288009325456
2013/14,England,South West,Wiltshire,Disability,E23000038,0.0125095385231238
2013/14,England,South West,Devon & Cornwall,Disability,E23000035,0.00767925749849959
2013/14,England,South West,,Disability,E12000009,0.0420262139439258
2013/14,Wales,,Dyfed-Powys,Disability,W15000004,0.0116141545572974
2013/14,Wales,,Gwent,Disability,W15000002,0.0189949594284934
2013/14,Wales,,North Wales,Disability,W15000001,0.0476888260745159
2013/14,Wales,,South Wales,Disability,W15000003,0.0772371349966093
2013/14,Wales,,,Disability,W92000004,0.0486631897358302
2013/14,England,,,Disability,E92000001,0.0321725371769632
2013/14,,,,Disability,,0.03485622002398
2013/14,England,North East,Cleveland,Transgender,E23000013,0.0142922223512492
2013/14,England,North East,Northumbria,Transgender,E23000007,0.00279841022315222
2013/14,England,North East,,Transgender,E12000001,0.00459685398974365
2013/14,England,North West,Cheshire,Transgender,E23000006,0.0164281048151741
2013/14,England,North West,Cumbria,Transgender,E23000002,0.00602324974401188
2013/14,England,North West,Greater Manchester,Transgender,E23000005,0.0077349661724146
2013/14,England,North West,Lancashire,Transgender,E23000003,0.0142969378682312
2013/14,England,North West,Merseyside,Transgender,E23000004,0.0180298559991461
2013/14,England,North West,,Transgender,E12000002,0.012247895720008
2013/14,England,Yorkshire and The Humber,North Yorkshire,Transgender,E23000009,0.00372589346925392
2013/14,England,Yorkshire and The Humber,West Yorkshire,Transgender,E23000010,0.00532812597821062
2013/14,England,Yorkshire and The Humber,Humberside,Transgender,E23000012,0.0195189024304286
2013/14,England,Yorkshire and The Humber,,Transgender,E12000003,0.00618242538796124
2013/14,England,East Midlands,Derbyshire,Transgender,E23000018,0.00389262959780377
2013/14,England,East Midlands,Leicestershire,Transgender,E23000021,0.00774448616786367
2013/14,England,East Midlands,Lincolnshire,Transgender,E23000020,0.00828307119713847
2013/14,England,East Midlands,,Transgender,E12000004,0.00456677505871024
2013/14,England,West Midlands,Staffordshire,Transgender,E23000015,0.00812836311023685
2013/14,England,West Midlands,West Mercia,Transgender,E23000016,0.0113335179077678
2013/14,England,West Midlands,West Midlands,Transgender,E12000005,0.00826305247936482
2013/14,England,West Midlands,,Transgender,E12000005,0.0168853681100063
2013/14,England,East of England,Bedfordshire,Transgender,E23000026,0.00631014355576589
2013/14,England,East of England,Essex,Transgender,E23000028,0.0154017108448579
2013/14,England,East of England,Hertfordshire,Transgender,E23000027,0.00262995714046513
2013/14,England,East of England,Norfolk,Transgender,E23000024,0.00803637031594415
