Year,Country,Region,SIC07 Industry,GeoCode,Value
2000,,,"Agriculture, forestry and fishing",,0.276367122045006
2000,,,Mining and quarrying,,0.302259324176797
2000,,,"Manufacture of food, beverages and tobacco",,1.17589160532571
2000,,,"Manufacture of textiles, wearing apparel and leather",,0.457428904328313
2000,,,Manufacture of wood and paper products and printing,,0.768961676786355
2000,,,"Manufacture of coke, refined petroleum and chemicals",,0.744538535768424
2000,,,Manufacture of pharmaceutical products,,0.239365145239645
2000,,,"Manufacture of rubber, plastic and non-metallic minerals",,0.849668221729066
2000,,,Manufacture of basic and fabricated metal products,,1.21959617346306
2000,,,"Manufacture of computer, electronic and optical products",,0.623524626514165
2000,,,Manufacture of electrical equipment,,0.355145524275775
2000,,,Manufacture of machinery and equipment,,0.708821987437691
2000,,,Manufacture of transport equipment,,1.06139665476421
2000,,,"Other manufacturing, repair and installation",,0.73994771978761
2000,,,"Electricity, gas, steam and air-conditioning supply",,0.370019768053613
2000,,,Water supply; sewerage and waste management,,0.246526818169715
2000,,,Construction,,2.5281623606343
2000,,,Wholesale and retail trade; repair of motor vehicles,,6.02829228072656
2000,,,Transportation and storage,,3.0075353653509
2000,,,Accommodation and food service activities,,1.60504108321221
2000,,,Information and communication,,3.30281664923686
2000,,,Financial and insurance activities,,3.31603819926161
2000,,,Real estate activities,,0.65033499184212
2000,,,"Professional, scientific and technical activities",,3.20411410564936
2000,,,Administrative and support service activities,,2.3804299023717
2000,,,Public administration and defence; compulsory social security,,3.49003012493446
2000,,,Education,,4.2341095791048
2000,,,Human health and social work activities,,3.90917162398279
2000,,,"Arts, entertainment and recreation",,0.504071594693383
2000,,,Other service activities,,0.728929761433656
2000,,,Activities of households,,0.366714380547427
2000,,,All industries,,49.3952518108473
2000,England,,"Agriculture, forestry and fishing",E92000001,0.215309269500179
2000,England,,Mining and quarrying,E92000001,0.086858238357002
2000,England,,"Manufacture of food, beverages and tobacco",E92000001,0.969304886189081
2000,England,,"Manufacture of textiles, wearing apparel and leather",E92000001,0.380027746891788
2000,England,,Manufacture of wood and paper products and printing,E92000001,0.664566521382643
2000,England,,"Manufacture of coke, refined petroleum and chemicals",E92000001,0.64785595121248
2000,England,,Manufacture of pharmaceutical products,E92000001,0.217329228531737
2000,England,,"Manufacture of rubber, plastic and non-metallic minerals",E92000001,0.730857904145598
2000,England,,Manufacture of basic and fabricated metal products,E92000001,1.02999547345544
2000,England,,"Manufacture of computer, electronic and optical products",E92000001,0.464315128299534
2000,England,,Manufacture of electrical equipment,E92000001,0.300055732506007
