year,i4_2_1learnapp_total,i4_2_1learnapp_male,i4_2_1learnapp_female,i4_2_1learnapp_indian,i4_2_1learnapp_lowses,i4_2_1learnapp_midses,i4_2_1learnapp_highses,i4_2_1interperson_total,i4_2_1interperson_male,i4_2_1interperson_female,i4_2_1interperson_indian,i4_2_1interperson_lowses,i4_2_1interperson_midses,i4_2_1interperson_highses,i4_2_1control_total,i4_2_1control_male,i4_2_1control_female,i4_2_1control_indian,i4_2_1control_lowses,i4_2_1control_midses,i4_2_1control_highses,i4_2_1reading_total,i4_2_1reading_male,i4_2_1reading_female,i4_2_1reading_indian,i4_2_1reading_lowses,i4_2_1reading_midses,i4_2_1reading_highses,i4_2_1math_total,i4_2_1math_male,i4_2_1math_female,i4_2_1math_indian,i4_2_1math_lowses,i4_2_1math_midses,i4_2_1math_highses
2010,2.977646,2.845359,3.115808,3.037309,2.796023,2.977379,3.147576,3.026982,2.924207,3.131211,3.166667,2.895594,3.029192,3.139092,3.108358,3.005427,3.215757,3.149834,2.993382,3.107045,3.213469,47.420538,47.029853,47.825848,44.092835,41.349976,47.010854,54.320811,32.253096,32.671793,31.820628,29.120253,25.410956,32.082373,39.234278
