Year,Value
2000,2.259045628
2001,2.267003304
2002,2.316958095
2003,2.332894814
2004,2.444294479
2005,2.444474486
2006,2.444519246
2007,2.530235779
2008,2.603652841
2009,2.995884634
2010,3.231657915
2011,5.922855852
2012,7.745304722
2013,11.34507024
2014,12.66688198
2015,21.46480463
2016,21.48607592
2017,24.50715105
