Year,Size of particulate matter,City,GeoCode,Value
2013,PM 2.5,Wigan,UK505C1,12.80929487
2013,PM 2.5,Wigan,UK505C1,12.80929487
2013,PM 2.5,Wrexham,UK022C1,10.39239766
2013,PM 2.5,Wrexham,UK022C1,10.39239766
2013,PM 2.5,York,UK533C1,12.37950132
2013,PM 2.5,York,UK533C1,12.37950132
2014,PM10,Carlisle,UK575C1,16.0
2014,PM2.5,Carlisle,UK575C1,11.0
2014,PM10,Eastbourne,UK055C1,19.0
2014,PM2.5,Eastbourne,UK055C1,12.0
2014,PM10,Warrington,UK531C1,21.0
2014,PM2.5,Warrington,UK531C1,14.0
2014,PM 2.5,,,12.4
2015,PM10,Chepstow,,14.0
2015,PM2.5,Chepstow,,10.0
2015,PM10,Didcot,,15.0
2015,PM2.5,Didcot,,8.0
2015,PM10,Edinburgh,UK007C1,9.0
2015,PM2.5,Edinburgh,UK007C1,6.0
2015,PM10,Londonderry,,16.0
2015,PM2.5,Londonderry,,12.0
2015,PM10,Middlesbrough,UK559C1,15.0
2015,PM2.5,Middlesbrough,UK559C1,11.0
2015,PM10,Oxford,UK560C1,15.0
2015,PM2.5,Oxford,UK560C1,10.0
2015,PM10,Southampton,UK520C1,16.0
2015,PM2.5,Southampton,UK520C1,10.0
2015,PM10,Wigan,UK505C1,16.0
2015,PM2.5,Wigan,UK505C1,11.0
2016,PM10,Aberdeen,UK016C1,8.0
2016,PM2.5,Aberdeen,UK016C1,5.0
2016,PM10,Barnstaple,,16.0
2016,PM2.5,Barnstaple,,11.0
2016,PM10,Belfast,UK012C2,19.0
2016,PM2.5,Belfast,UK012C2,10.0
2016,PM10,Birkenhead,,11.0
2016,PM2.5,Birkenhead,,8.0
2016,PM10,Birmingham,UK002C1,16.0
2016,PM2.5,Birmingham,UK002C1,10.0
2016,PM10,Blackpool,UK553C1,11.0
2016,PM2.5,Blackpool,UK553C1,8.0
2016,PM10,Bournemouth,UK539C1,11.0
2016,PM2.5,Bournemouth,UK539C1,7.0
2016,PM10,Brighton,UK515C1,13.0
2016,PM2.5,Brighton,UK515C1,9.0
2016,PM10,Cardiff,UK009C1,14.0
2016,PM2.5,Cardiff,UK009C1,10.0
2016,PM10,Chesterfield,UK047C1,16.0
2016,PM2.5,Chesterfield,UK047C1,11.0
2016,PM10,Coventry,UK025C1,15.0
2016,PM2.5,Coventry,UK025C1,10.0
2016,PM10,Eccles,,15.0
2016,PM2.5,Eccles,,10.0
2016,PM10,Erith,,16.0
2016,PM2.5,Erith,,11.0
2016,PM10,Gillingham,,19.0
2016,PM2.5,Gillingham,,12.0
2016,PM10,Glasgow,UK004C1,12.0
2016,PM2.5,Glasgow,UK004C1,8.0
2016,PM10,Grangemouth,,9.0
2016,PM2.5,Grangemouth,,6.0
2016,PM10,Harlington,,14.0
2016,PM2.5,Harlington,,10.0
2016,PM10,Hull,UK026C1,16.0
2016,PM2.5,Hull,UK026C1,11.0
2016,PM10,Inverness,,9.0
2016,PM2.5,Inverness,,5.0
2016,PM10,Leeds,UK003C1,18.0
2016,PM2.5,Leeds,UK003C1,11.0
2016,PM10,Leicester,UK014C1,22.0
2016,PM2.5,Leicester,UK014C1,12.0
2016,PM10,London,UK101C1,23.0
2016,PM2.5,London,UK101C1,12.0
2016,PM10,Manchester,UK008C1,15.0
2016,PM2.5,Manchester,UK008C1,10.0
2016,PM10,Newport,UK558C1,15.0
2016,PM2.5,Newport,UK558C1,10.0
2016,PM10,Northampton,UK528C1,10.0
2016,PM2.5,Northampton,UK528C1,7.0
2016,PM10,Norwich,UK566C1,16.0
2016,PM2.5,Norwich,UK566C1,11.0
2016,PM10,Nottingham,UK029C1,19.0
2016,PM2.5,Nottingham,UK029C1,12.0
2016,PM10,Penicuik,,4.0
2016,PM2.5,Penicuik,,3.0
2016,PM10,Port Talbot,,22.0
2016,PM2.5,Port Talbot,,9.0
2016,PM10,Portsmouth,UK023C1,17.0
2016,PM2.5,Portsmouth,UK023C1,12.0
2016,PM10,Preston,UK562C1,14.0
2016,PM2.5,Preston,UK562C1,10.0
2016,PM10,Rochester,,16.0
2016,PM2.5,Rochester,,11.0
2016,PM10,Leamington Spa,,16.0
2016,PM2.5,Leamington Spa,,10.0
2016,PM10,Saltash,,15.0
2016,PM2.5,Saltash,,8.0
2016,PM10,Sandy,,19.0
2016,PM2.5,Sandy,,12.0
2016,PM10,Sheffield,UK010C1,14.0
2016,PM2.5,Sheffield,UK010C1,10.0
2016,PM10,Southend-On-Sea,UK541C1,17.0
2016,PM2.5,Southend-On-Sea,UK541C1,12.0
2016,PM10,Speke,,15.0
2016,PM2.5,Speke,,10.0
2016,PM10,Stanford-Le-Hope,,20.0
2016,PM2.5,Stanford-Le-Hope,,13.0
2016,PM10,Stanmore,,16.0
2016,PM2.5,Stanmore,,11.0
2016,PM10,Stockbridge,,15.0
2016,PM2.5,Stockbridge,,9.0
2016,PM10,Stockton-On-Tees,UK536C1,14.0
2016,PM2.5,Stockton-On-Tees,UK536C1,9.0
2016,PM10,Stoke-On-Trent,UK027C1,20.0
2016,PM2.5,Stoke-On-Trent,UK027C1,12.0
2016,PM10,Storrington,,19.0
2016,PM2.5,Storrington,,13.0
2016,PM10,Sunderland,UK510C1,12.0
2016,PM2.5,Sunderland,UK510C1,8.0
2016,PM10,Swansea,UK517C1,19.0
2016,PM2.5,Swansea,UK517C1,13.0
2016,PM10,Wrexham,UK022C1,12.0
2016,PM2.5,Wrexham,UK022C1,8.0
2016,PM10,York,UK533C1,16.0
2016,PM2.5,York,UK533C1,11.0
2017,PM10,Scunthorpe,,16.0
2017,PM2.5,Scunthorpe,,6.0
