Year,Units,Crop category,Crop,Livestock,Geography,Timber category,Ownership,Value,Value
2007,Timber (000s green tonnes),,,,,Softwood,Private,4083,4083
2008,Timber (000s green tonnes),,,,,Softwood,Private,3823,3823
2009,Timber (000s green tonnes),,,,,Softwood,Private,3266,3266
2010,Timber (000s green tonnes),,,,,Softwood,Private,4633,4633
2011,Timber (000s green tonnes),,,,,Softwood,Private,5186,5186
2012,Timber (000s green tonnes),,,,,Softwood,Private,5282,5282
2013,Timber (000s green tonnes),,,,,Softwood,Private,5881,5881
2014,Timber (000s green tonnes),,,,,Softwood,Private,6628,6628
2015,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1023,5968
2015,Timber (000s green tonnes),,,,England,Softwood,Private,1052,5716
2000,Timber (000s green tonnes),,,,,Hardwood,,654,654
2001,Timber (000s green tonnes),,,,,Hardwood,,632,632
2002,Timber (000s green tonnes),,,,,Hardwood,,620,620
2003,Timber (000s green tonnes),,,,,Hardwood,,562,562
2004,Timber (000s green tonnes),,,,,Hardwood,,513,513
2005,Timber (000s green tonnes),,,,,Hardwood,,593,593
2006,Timber (000s green tonnes),,,,,Hardwood,,438,438
2007,Timber (000s green tonnes),,,,,Hardwood,,440,440
2008,Timber (000s green tonnes),,,,,Hardwood,,431,431
2009,Timber (000s green tonnes),,,,,Hardwood,,536,536
2010,Timber (000s green tonnes),,,,,Hardwood,,535,535
2011,Timber (000s green tonnes),,,,,Hardwood,,541,541
2012,Timber (000s green tonnes),,,,,Hardwood,,534,534
2013,Timber (000s green tonnes),,,,,Hardwood,,532,532
2014,Timber (000s green tonnes),,,,,Hardwood,,537,537
2015,Timber (000s green tonnes),,,,,Hardwood,,564,564
2016,Timber (000s green tonnes),,,,,Hardwood,,597,597
2000,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,130,130
2001,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,145,145
2002,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,118,118
2003,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,117,117
2004,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,113,113
2005,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,101,101
2006,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,45,45
2007,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,40,40
2008,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,43,43
2009,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,87,87
2010,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,70,70
2011,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,75,75
2012,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,55,55
2013,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,78,78
2014,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,71,71
2015,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,73,73
2016,Timber (000s green tonnes),,,,,Hardwood,Forestry Commission,68,68
2000,Timber (000s green tonnes),,,,,Hardwood,Private,524,524
2001,Timber (000s green tonnes),,,,,Hardwood,Private,486,486
2002,Timber (000s green tonnes),,,,,Hardwood,Private,502,502
2003,Timber (000s green tonnes),,,,,Hardwood,Private,445,445
2004,Timber (000s green tonnes),,,,,Hardwood,Private,399,399
2005,Timber (000s green tonnes),,,,,Hardwood,Private,492,492
2006,Timber (000s green tonnes),,,,,Hardwood,Private,392,392
2007,Timber (000s green tonnes),,,,,Hardwood,Private,400,400
2008,Timber (000s green tonnes),,,,,Hardwood,Private,388,388
2009,Timber (000s green tonnes),,,,,Hardwood,Private,449,449
2010,Timber (000s green tonnes),,,,,Hardwood,Private,465,465
2011,Timber (000s green tonnes),,,,,Hardwood,Private,465,465
2012,Timber (000s green tonnes),,,,,Hardwood,Private,479,479
2013,Timber (000s green tonnes),,,,,Hardwood,Private,454,454
2014,Timber (000s green tonnes),,,,,Hardwood,Private,466,466
2015,Timber (000s green tonnes),,,,,Hardwood,Private,490,490
2016,Timber (000s green tonnes),,,,,Hardwood,Private,529,529
2000,Timber (000s green tonnes),,,,England,Softwood,,1658,1658
2001,Timber (000s green tonnes),,,,England,Softwood,,1619,1619
2002,Timber (000s green tonnes),,,,England,Softwood,,1463,1463
2003,Timber (000s green tonnes),,,,England,Softwood,,1568,1568
2004,Timber (000s green tonnes),,,,England,Softwood,,1650,1650
2005,Timber (000s green tonnes),,,,England,Softwood,,1682,1682
2006,Timber (000s green tonnes),,,,England,Softwood,,1720,1720
2007,Timber (000s green tonnes),,,,England,Softwood,,1823,1823
2008,Timber (000s green tonnes),,,,England,Softwood,,1738,1738
2009,Timber (000s green tonnes),,,,England,Softwood,,1746,1746
2010,Timber (000s green tonnes),,,,England,Softwood,,1820,1820
2011,Timber (000s green tonnes),,,,England,Softwood,,1923,1923
2012,Timber (000s green tonnes),,,,England,Softwood,,2001,2001
2013,Timber (000s green tonnes),,,,England,Softwood,,2116,2116
2014,Timber (000s green tonnes),,,,England,Softwood,,2229,2229
2015,Timber (000s green tonnes),,,,Wales,Softwood,,1378,2074
2015,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,692,2138
2000,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1156,1156
2001,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1075,1075
2002,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1103,1103
2003,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1107,1107
2004,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1204,1204
2005,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1165,1165
2006,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1152,1152
2007,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1211,1211
2008,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1100,1100
2009,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1213,1213
2010,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1142,1142
2011,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1185,1185
2012,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1154,1154
2013,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1188,1188
2014,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1064,1064
2015,Timber (000s green tonnes),,,,Wales,Softwood,Private,686,1023
2015,Timber (000s green tonnes),,,,Scotland,Softwood,,6846,1146
2000,Timber (000s green tonnes),,,,England,Softwood,Private,503,503
2001,Timber (000s green tonnes),,,,England,Softwood,Private,544,544
2002,Timber (000s green tonnes),,,,England,Softwood,Private,360,360
2003,Timber (000s green tonnes),,,,England,Softwood,Private,461,461
2004,Timber (000s green tonnes),,,,England,Softwood,Private,446,446
2005,Timber (000s green tonnes),,,,England,Softwood,Private,517,517
2006,Timber (000s green tonnes),,,,England,Softwood,Private,568,568
2007,Timber (000s green tonnes),,,,England,Softwood,Private,612,612
2008,Timber (000s green tonnes),,,,England,Softwood,Private,638,638
2009,Timber (000s green tonnes),,,,England,Softwood,Private,533,533
2010,Timber (000s green tonnes),,,,England,Softwood,Private,678,678
2011,Timber (000s green tonnes),,,,England,Softwood,Private,738,738
2012,Timber (000s green tonnes),,,,England,Softwood,Private,847,847
2013,Timber (000s green tonnes),,,,England,Softwood,Private,929,929
2014,Timber (000s green tonnes),,,,England,Softwood,Private,1165,1165
2015,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2644,1052
2015,Timber (000s green tonnes),,,,Scotland,Softwood,Private,4203,992
2000,Timber (000s green tonnes),,,,England,Hardwood,,574,574
2001,Timber (000s green tonnes),,,,England,Hardwood,,554,554
2002,Timber (000s green tonnes),,,,England,Hardwood,,544,544
2003,Timber (000s green tonnes),,,,England,Hardwood,,493,493
2004,Timber (000s green tonnes),,,,England,Hardwood,,450,450
2005,Timber (000s green tonnes),,,,England,Hardwood,,521,521
2006,Timber (000s green tonnes),,,,England,Hardwood,,384,384
2007,Timber (000s green tonnes),,,,England,Hardwood,,386,386
2008,Timber (000s green tonnes),,,,England,Hardwood,,378,378
2009,Timber (000s green tonnes),,,,England,Hardwood,,470,470
2010,Timber (000s green tonnes),,,,England,Hardwood,,470,470
2011,Timber (000s green tonnes),,,,England,Hardwood,,475,475
2012,Timber (000s green tonnes),,,,England,Hardwood,,469,469
2013,Timber (000s green tonnes),,,,England,Hardwood,,467,467
2014,Timber (000s green tonnes),,,,England,Hardwood,,471,471
2015,Timber (000s green tonnes),,,,England,Hardwood,,495,495
2016,Timber (000s green tonnes),,,,England,Hardwood,,524,524
2000,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,114,114
2001,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,130,130
2002,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,108,108
2003,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,107,107
2004,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,104,104
2005,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,90,90
2006,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,42,42
2007,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,37,37
2008,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,40,40
2009,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,78,78
2010,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,65,65
2011,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,68,68
2012,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,50,50
2013,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,73,73
2014,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,69,69
2015,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,67,67
2016,Timber (000s green tonnes),,,,England,Hardwood,Forestry Commission,63,63
2000,Timber (000s green tonnes),,,,England,Hardwood,Private,459,459
2001,Timber (000s green tonnes),,,,England,Hardwood,Private,425,425
2002,Timber (000s green tonnes),,,,England,Hardwood,Private,436,436
2003,Timber (000s green tonnes),,,,England,Hardwood,Private,386,386
2004,Timber (000s green tonnes),,,,England,Hardwood,Private,346,346
2005,Timber (000s green tonnes),,,,England,Hardwood,Private,431,431
2006,Timber (000s green tonnes),,,,England,Hardwood,Private,342,342
2007,Timber (000s green tonnes),,,,England,Hardwood,Private,349,349
2008,Timber (000s green tonnes),,,,England,Hardwood,Private,338,338
2009,Timber (000s green tonnes),,,,England,Hardwood,Private,392,392
2010,Timber (000s green tonnes),,,,England,Hardwood,Private,405,405
2011,Timber (000s green tonnes),,,,England,Hardwood,Private,406,406
2012,Timber (000s green tonnes),,,,England,Hardwood,Private,418,418
2013,Timber (000s green tonnes),,,,England,Hardwood,Private,394,394
2014,Timber (000s green tonnes),,,,England,Hardwood,Private,402,402
2015,Timber (000s green tonnes),,,,England,Hardwood,Private,428,428
2016,Timber (000s green tonnes),,,,England,Hardwood,Private,461,461
2000,Timber (000s green tonnes),,,,Wales,Softwood,,1074,1074
2001,Timber (000s green tonnes),,,,Wales,Softwood,,1154,1154
2002,Timber (000s green tonnes),,,,Wales,Softwood,,1219,1219
2003,Timber (000s green tonnes),,,,Wales,Softwood,,1163,1163
2004,Timber (000s green tonnes),,,,Wales,Softwood,,1072,1072
2005,Timber (000s green tonnes),,,,Wales,Softwood,,931,931
2006,Timber (000s green tonnes),,,,Wales,Softwood,,927,927
2007,Timber (000s green tonnes),,,,Wales,Softwood,,966,966
2008,Timber (000s green tonnes),,,,Wales,Softwood,,889,889
2009,Timber (000s green tonnes),,,,Wales,Softwood,,1038,1038
2010,Timber (000s green tonnes),,,,Wales,Softwood,,1071,1071
2011,Timber (000s green tonnes),,,,Wales,Softwood,,1190,1190
2012,Timber (000s green tonnes),,,,Wales,Softwood,,1275,1275
2013,Timber (000s green tonnes),,,,Wales,Softwood,,1388,1388
2014,Timber (000s green tonnes),,,,Wales,Softwood,,1460,1460
2015,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,393,1378
2015,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,365,1421
2000,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,752,752
2001,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,779,779
2002,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,894,894
2003,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,880,880
2004,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,783,783
2005,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,673,673
2006,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,612,612
2007,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,584,584
2008,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,556,556
2009,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,717,717
2010,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,644,644
2011,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,689,689
2012,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,663,663
2013,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,693,693
2014,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,722,722
2015,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Private,28,692
2016,Timber (000s green tonnes),,,,,Softwood,,10749,778
2000,Timber (000s green tonnes),,,,Wales,Softwood,Private,322,322
2001,Timber (000s green tonnes),,,,Wales,Softwood,Private,375,375
2002,Timber (000s green tonnes),,,,Wales,Softwood,Private,325,325
2003,Timber (000s green tonnes),,,,Wales,Softwood,Private,283,283
2004,Timber (000s green tonnes),,,,Wales,Softwood,Private,289,289
2005,Timber (000s green tonnes),,,,Wales,Softwood,Private,257,257
2006,Timber (000s green tonnes),,,,Wales,Softwood,Private,315,315
2007,Timber (000s green tonnes),,,,Wales,Softwood,Private,382,382
2008,Timber (000s green tonnes),,,,Wales,Softwood,Private,333,333
2009,Timber (000s green tonnes),,,,Wales,Softwood,Private,321,321
2010,Timber (000s green tonnes),,,,Wales,Softwood,Private,427,427
2011,Timber (000s green tonnes),,,,Wales,Softwood,Private,501,501
2012,Timber (000s green tonnes),,,,Wales,Softwood,Private,611,611
2013,Timber (000s green tonnes),,,,Wales,Softwood,Private,695,695
2014,Timber (000s green tonnes),,,,Wales,Softwood,Private,739,739
2016,Timber (000s green tonnes),,,,,Softwood,Forestry Commission,5034,686
2016,Timber (000s green tonnes),,,,,Softwood,Private,5716,643
2000,Timber (000s green tonnes),,,,Wales,Hardwood,,29,29
2001,Timber (000s green tonnes),,,,Wales,Hardwood,,28,28
2002,Timber (000s green tonnes),,,,Wales,Hardwood,,28,28
2003,Timber (000s green tonnes),,,,Wales,Hardwood,,25,25
2004,Timber (000s green tonnes),,,,Wales,Hardwood,,23,23
2005,Timber (000s green tonnes),,,,Wales,Hardwood,,26,26
2006,Timber (000s green tonnes),,,,Wales,Hardwood,,19,19
2007,Timber (000s green tonnes),,,,Wales,Hardwood,,20,20
2008,Timber (000s green tonnes),,,,Wales,Hardwood,,19,19
2009,Timber (000s green tonnes),,,,Wales,Hardwood,,24,24
2010,Timber (000s green tonnes),,,,Wales,Hardwood,,24,24
2011,Timber (000s green tonnes),,,,Wales,Hardwood,,24,24
2012,Timber (000s green tonnes),,,,Wales,Hardwood,,24,24
2013,Timber (000s green tonnes),,,,Wales,Hardwood,,24,24
2014,Timber (000s green tonnes),,,,Wales,Hardwood,,24,24
2015,Timber (000s green tonnes),,,,Wales,Hardwood,,25,25
2016,Timber (000s green tonnes),,,,Wales,Hardwood,,27,27
2000,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,11,11
2001,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,15,15
2002,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,10,10
2003,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,9,9
2004,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,9,9
2005,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,11,11
2006,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,3,3
2007,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,2,2
2008,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,2,2
2009,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,8,8
2010,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,4,4
2011,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,6,6
2012,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,4,4
2013,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,3,3
2014,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,1,1
2015,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,5,5
2016,Timber (000s green tonnes),,,,Wales,Hardwood,Forestry Commission,3,3
2000,Timber (000s green tonnes),,,,Wales,Hardwood,Private,18,18
2001,Timber (000s green tonnes),,,,Wales,Hardwood,Private,13,13
2002,Timber (000s green tonnes),,,,Wales,Hardwood,Private,18,18
2003,Timber (000s green tonnes),,,,Wales,Hardwood,Private,16,16
2004,Timber (000s green tonnes),,,,Wales,Hardwood,Private,14,14
2005,Timber (000s green tonnes),,,,Wales,Hardwood,Private,16,16
2006,Timber (000s green tonnes),,,,Wales,Hardwood,Private,16,16
2007,Timber (000s green tonnes),,,,Wales,Hardwood,Private,17,17
2008,Timber (000s green tonnes),,,,Wales,Hardwood,Private,17,17
2009,Timber (000s green tonnes),,,,Wales,Hardwood,Private,16,16
2010,Timber (000s green tonnes),,,,Wales,Hardwood,Private,20,20
2011,Timber (000s green tonnes),,,,Wales,Hardwood,Private,18,18
2012,Timber (000s green tonnes),,,,Wales,Hardwood,Private,20,20
2013,Timber (000s green tonnes),,,,Wales,Hardwood,Private,20,20
2014,Timber (000s green tonnes),,,,Wales,Hardwood,Private,23,23
2015,Timber (000s green tonnes),,,,Wales,Hardwood,Private,20,20
2016,Timber (000s green tonnes),,,,Wales,Hardwood,Private,24,24
2000,Timber (000s green tonnes),,,,Scotland,Softwood,,4334,4334
2001,Timber (000s green tonnes),,,,Scotland,Softwood,,4296,4296
2002,Timber (000s green tonnes),,,,Scotland,Softwood,,4346,4346
2003,Timber (000s green tonnes),,,,Scotland,Softwood,,4722,4722
2004,Timber (000s green tonnes),,,,Scotland,Softwood,,5008,5008
2005,Timber (000s green tonnes),,,,Scotland,Softwood,,5065,5065
2006,Timber (000s green tonnes),,,,Scotland,Softwood,,5209,5209
2007,Timber (000s green tonnes),,,,Scotland,Softwood,,5555,5555
2008,Timber (000s green tonnes),,,,Scotland,Softwood,,5189,5189
2009,Timber (000s green tonnes),,,,Scotland,Softwood,,5161,5161
2010,Timber (000s green tonnes),,,,Scotland,Softwood,,5905,5905
2011,Timber (000s green tonnes),,,,Scotland,Softwood,,6460,6460
2012,Timber (000s green tonnes),,,,Scotland,Softwood,,6411,6411
2013,Timber (000s green tonnes),,,,Scotland,Softwood,,7053,7053
2014,Timber (000s green tonnes),,,,Scotland,Softwood,,7441,7441
2016,Timber (000s green tonnes),,,,England,Softwood,,2138,6846
2016,Timber (000s green tonnes),,,,England,Softwood,Forestry Commission,1146,6791
2000,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2616,2616
2001,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2354,2354
2002,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2268,2268
2003,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2405,2405
2004,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2527,2527
2005,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2388,2388
2006,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2454,2454
2007,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2496,2496
2008,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2362,2362
2009,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2773,2773
2010,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2434,2434
2011,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2566,2566
2012,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2627,2627
2013,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2819,2819
2014,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2749,2749
2016,Timber (000s green tonnes),,,,England,Softwood,Private,992,2644
2016,Timber (000s green tonnes),,,,Wales,Softwood,,1421,2745
2000,Timber (000s green tonnes),,,,Scotland,Softwood,Private,1718,1718
2001,Timber (000s green tonnes),,,,Scotland,Softwood,Private,1942,1942
2002,Timber (000s green tonnes),,,,Scotland,Softwood,Private,2078,2078
2003,Timber (000s green tonnes),,,,Scotland,Softwood,Private,2317,2317
2004,Timber (000s green tonnes),,,,Scotland,Softwood,Private,2481,2481
2005,Timber (000s green tonnes),,,,Scotland,Softwood,Private,2677,2677
2006,Timber (000s green tonnes),,,,Scotland,Softwood,Private,2755,2755
2007,Timber (000s green tonnes),,,,Scotland,Softwood,Private,3059,3059
2008,Timber (000s green tonnes),,,,Scotland,Softwood,Private,2827,2827
2009,Timber (000s green tonnes),,,,Scotland,Softwood,Private,2388,2388
2010,Timber (000s green tonnes),,,,Scotland,Softwood,Private,3471,3471
2011,Timber (000s green tonnes),,,,Scotland,Softwood,Private,3894,3894
2012,Timber (000s green tonnes),,,,Scotland,Softwood,Private,3784,3784
2013,Timber (000s green tonnes),,,,Scotland,Softwood,Private,4234,4234
2014,Timber (000s green tonnes),,,,Scotland,Softwood,Private,4691,4691
2016,Timber (000s green tonnes),,,,Wales,Softwood,Forestry Commission,778,4203
2016,Timber (000s green tonnes),,,,Wales,Softwood,Private,643,4046
2000,Timber (000s green tonnes),,,,Scotland,Hardwood,,51,51
2001,Timber (000s green tonnes),,,,Scotland,Hardwood,,49,49
2002,Timber (000s green tonnes),,,,Scotland,Hardwood,,48,48
2003,Timber (000s green tonnes),,,,Scotland,Hardwood,,44,44
2004,Timber (000s green tonnes),,,,Scotland,Hardwood,,40,40
2005,Timber (000s green tonnes),,,,Scotland,Hardwood,,46,46
2006,Timber (000s green tonnes),,,,Scotland,Hardwood,,34,34
2007,Timber (000s green tonnes),,,,Scotland,Hardwood,,34,34
2008,Timber (000s green tonnes),,,,Scotland,Hardwood,,34,34
2009,Timber (000s green tonnes),,,,Scotland,Hardwood,,42,42
2010,Timber (000s green tonnes),,,,Scotland,Hardwood,,42,42
2011,Timber (000s green tonnes),,,,Scotland,Hardwood,,42,42
2012,Timber (000s green tonnes),,,,Scotland,Hardwood,,42,42
2013,Timber (000s green tonnes),,,,Scotland,Hardwood,,41,41
2014,Timber (000s green tonnes),,,,Scotland,Hardwood,,42,42
2015,Timber (000s green tonnes),,,,Scotland,Hardwood,,44,44
2016,Timber (000s green tonnes),,,,Scotland,Hardwood,,46,46
2000,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,4,4
2001,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,0,0
2002,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,0,0
2003,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,0,0
2004,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,1,1
2005,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,0,0
2006,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,0,0
2007,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,1,1
2008,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,1,1
2009,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,1,1
2010,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,2,2
2011,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,1,1
2012,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,0,0
2013,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,1,1
2014,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,1,1
2015,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,1,1
2016,Timber (000s green tonnes),,,,Scotland,Hardwood,Forestry Commission,2,2
2000,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,47,47
2001,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,49,49
2002,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,48,48
2003,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,43,43
2004,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,39,39
2005,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,46,46
2006,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,34,34
2007,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,34,34
2008,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,33,33
2009,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,41,41
2010,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,40,40
2011,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,41,41
2012,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,41,41
2013,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,40,40
2014,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,41,41
2015,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,43,43
2016,Timber (000s green tonnes),,,,Scotland,Hardwood,Private,45,45
2000,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,356,356
2001,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,425,425
2002,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,415,415
2003,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,454,454
2004,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,410,410
2005,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,400,400
2006,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,387,387
2007,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,393,393
2008,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,423,423
2009,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,447,447
2010,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,463,463
2011,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,483,483
2012,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,432,432
2013,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,407,407
2014,Timber (000s green tonnes),,,,Northern Ireland,Softwood,,398,398
2016,Timber (000s green tonnes),,,,Scotland,Softwood,,6791,393
2016,Timber (000s green tonnes),,,,Scotland,Softwood,Forestry Commission,2745,399
2000,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,326,326
2001,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,396,396
2002,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,385,385
2003,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,424,424
2004,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,380,380
2005,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,353,353
2006,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,364,364
2007,Timber (000s green tonnes),,,,Northern Ireland,Softwood,Forestry Commission,363,363
