Year,Value
2002,13.15797843
2003,13.13152971
2004,13.02705721
2005,13.72915228
2006,14.17148855
2007,13.81547901
2008,13.92724206
2009,15.26181684
2010,15.33692745
2011,16.12141761
2012,15.563087900000001
2013,14.76722064
2014,13.31572591
2015,12.28685787
2016,11.80553869
