Year,Value
2000,0.895854088
2001,1.280828203
2002,0.67408268
2003,0.7200599240000001
2004,0.78805838
2005,0.811722615
2006,0.827579761
2007,0.7841249929999999
2008,0.583590061
2009,0.56663505
2010,0.580325611
2011,0.549304338
2012,0.507381298
2013,0.502651513
2014,0.452907296
2015,0.436081619
