Year,Value
2001,4.5
2002,4.8
2003,5.0
2004,4.9
2005,5.5
2006,5.8
2007,5.7
2008,5.1
2009,5.3
2010,5.0
2011,6.6
2012,6.4
2013,6.2
2014,7.0
2015,7.2
