Year,Units,Value
2013,Percentage (%) of gross domestic product (GDP),7.248460000000001
2014,Percentage (%) of gross domestic product (GDP),7.0779
2015,Percentage (%) of gross domestic product (GDP),7.1239300000000005
2013,Growth rate (%),0.62934
2014,Growth rate (%),-2.92351
