Year,Value
2002,39.41976692
2003,39.97799894
2004,44.84431815
2005,44.62999342
2006,42.55962611
2007,42.47445527
2008,42.338337
2009,45.10865603
2010,40.37652762
2011,42.17046781
2012,44.06647183
2013,49.589121399999996
2014,49.40981797
2015,52.02244501
2016,43.00751117
