Year,Value
2000,30160.99101
2001,32744.91773
2002,36692.1732
2003,41374.72615
2004,48528.74304
2005,57919.5752
2006,74162.29921
2007,89418.38276000001
2008,101113.5394
2009,111858.6753
2010,117330.5948
2011,120386.2338
2012,127127.1325
2013,133737.8667
2014,140659.4777
2015,145065.1845
2016,149917.0847
2017,151259.8301
