Year,Value
2014,0.8
2013,0.9
2012,1.1
2011,1.3
2010,1.6
2009,1.9
2008,2.3
2007,2.6
2006,2.9
2005,3.2
2004,3.6
2003,3.9
2002,4.3
2001,4.6
2000,4.9
