Year,Value
2000,6.55
2001,6.44
2002,6.19
2003,6.25
2004,5.86
2005,5.9
2006,5.75
2007,5.55
2008,5.32
2009,5.18
2010,4.9
2011,4.81
2012,4.58
2013,4.47
2014,4.23
2015,4.29
