Year,Value
2000,4.988226925
2001,4.934864695
2002,4.630201779
2003,4.5655567889999995
2004,4.498914759
2005,4.422439318
2006,4.195140093
2007,4.0237205419999995
2008,3.9781813230000003
2009,3.798612266
2010,3.812937308
2011,3.684840507
2012,3.552730515
2013,3.449674213
2014,3.21913842
2015,3.148942303
