Year,Value
2000,31.78556731
2001,32.420531800000006
2002,32.50354772
2003,33.51760905
2004,35.635812
2005,37.22038838
2006,38.73533463
2007,39.84140161
2008,42.00316027
2009,41.4148761
2010,43.14418751
2011,43.82509957
2012,44.27589107
2013,44.61862348
2014,44.17874506
2015,44.47760593
2016,45.19891024
