Year,Value
2000,77.76327083
2001,77.77899366
2002,78.20593126
2003,77.57799979
2004,77.22714751
2005,77.23573714
2006,77.99573577
2007,77.74569840000001
2008,76.22072301
2009,75.3866726
2010,77.28504915
2011,77.26711521
2012,76.73790646
2013,74.58281665
2014,76.22321817
2015,75.94990361
2016,75.39741128
