Year,Value
2000,5.458603185
2001,5.0969695989999995
2002,5.184957642
2003,5.007328753
2004,4.74730173
2005,4.823375312
2006,5.417597931
2007,5.329139774
2008,5.681959417000001
2009,7.611054516
2010,7.867382031
2011,8.106261607
2012,7.966338539
2013,7.604539735
2014,6.179348803
2015,5.384877787000001
2016,4.896036119
